Feature,Precision,Recall
bad_sign,0.8,7.503282686175201E-4
bad_that,1.0,0.0011254924029262803
bag_of,0.8,7.503282686175201E-4
ballistic_<COLON>,1.0,0.0011254924029262803
based_on,0.5,0.0018758206715438004
be_<COMMA>,0.5,0.0016882386043894203
be_<PERIOD>,0.5277777777777778,0.0035640592759332208
be_a,0.6263736263736264,0.010692177827799663
be_able,0.2857142857142857,3.7516413430876007E-4
be_an,0.6666666666666666,0.0022509848058525606
be_anything,0.8,7.503282686175201E-4
be_as,0.6111111111111112,0.0020634027386981805
be_better,0.6666666666666666,7.503282686175201E-4
be_called,0.5,9.379103357719002E-4
be_disappointed,0.5714285714285714,7.503282686175201E-4
be_funny,0.8888888888888888,0.0015006565372350403
be_hard,1.0,0.0011254924029262803
be_in,0.7142857142857143,0.0018758206715438004
be_made,0.8571428571428571,0.0011254924029262803
be_more,0.5,0.0016882386043894203
be_one,0.8,7.503282686175201E-4
be_remembered,0.5,5.627462014631402E-4
be_said,0.625,9.379103357719002E-4
be_seen,0.4666666666666667,0.0013130744700806604
be_so,0.8,7.503282686175201E-4
be_the,0.5,0.004126805477396361
be_to,0.7142857142857143,9.379103357719002E-4
be_too,0.8,7.503282686175201E-4
beautiful_<COMMA>,0.2857142857142857,7.503282686175201E-4
beautiful_film,0.0,0.0
beautifully_shot,0.42857142857142855,5.627462014631402E-4
beauty_and,0.16666666666666666,1.8758206715438003E-4
beauty_of,0.0,0.0
because_it,0.4358974358974359,0.0031888951416244606
because_of,0.4117647058823529,0.0013130744700806604
because_the,0.5,0.0013130744700806604
because_there,0.75,0.0011254924029262803
because_you,0.3333333333333333,3.7516413430876007E-4
become_a,0.4166666666666667,9.379103357719002E-4
becomes_a,0.6666666666666666,0.0026261489401613208
becomes_an,0.0,0.0
been_<PERIOD>,0.6,5.627462014631402E-4
been_a,0.6521739130434783,0.0028137310073157004
been_better,0.6666666666666666,7.503282686175201E-4
been_in,0.6,5.627462014631402E-4
been_lost,0.8,7.503282686175201E-4
been_made,0.6363636363636364,0.0013130744700806604
been_more,0.4444444444444444,7.503282686175201E-4
been_there,0.8,7.503282686175201E-4
been_written,0.6,5.627462014631402E-4
before_<COMMA>,0.36363636363636365,7.503282686175201E-4
before_<PERIOD>,0.6666666666666666,0.0015006565372350403
before_he,0.6,5.627462014631402E-4
before_it,0.8181818181818182,0.0016882386043894203
before_the,0.6923076923076923,0.0016882386043894203
beginning_to,0.8333333333333334,9.379103357719002E-4
begins_as,0.6,5.627462014631402E-4
begins_to,0.5454545454545454,0.0011254924029262803
behind_the,0.47368421052631576,0.0016882386043894203
behold_<PERIOD>,0.2,1.8758206715438003E-4
being_<PERIOD>,0.42857142857142855,5.627462014631402E-4
being_a,0.35294117647058826,0.0011254924029262803
being_able,0.2,1.8758206715438003E-4
being_earnest,0.42857142857142855,5.627462014631402E-4
being_the,0.6666666666666666,7.503282686175201E-4
believe_in,0.25,3.7516413430876007E-4
believe_it,0.3333333333333333,3.7516413430876007E-4
believe_that,0.7,0.0013130744700806604
belongs_to,0.0,0.0
beneath_the,0.5,7.503282686175201E-4
benigni_’s,1.0,0.0011254924029262803
best_<COMMA>,0.5333333333333333,0.0015006565372350403
best_<PERIOD>,0.3,5.627462014631402E-4
best_film,0.2,3.7516413430876007E-4
best_films,0.07142857142857142,1.8758206715438003E-4
best_friend,0.8,7.503282686175201E-4
best_of,0.1111111111111111,3.7516413430876007E-4
best_thing,0.4,3.7516413430876007E-4
best_to,0.6,5.627462014631402E-4
best_work,0.42857142857142855,5.627462014631402E-4
better_<PERIOD>,0.55,0.0020634027386981805
better_as,0.8333333333333334,9.379103357719002E-4
better_film,0.4,3.7516413430876007E-4
better_in,0.5,5.627462014631402E-4
better_off,1.0,9.379103357719002E-4
better_suited,1.0,9.379103357719002E-4
better_than,0.4594594594594595,0.0031888951416244606
better_to,0.5,5.627462014631402E-4
between_<PERIOD>,1.0,9.379103357719002E-4
between_a,0.3333333333333333,3.7516413430876007E-4
between_the,0.46153846153846156,0.0022509848058525606
between_them,0.3333333333333333,3.7516413430876007E-4
beyond_the,0.5882352941176471,0.0018758206715438004
big_<COMMA>,0.35714285714285715,9.379103357719002E-4
big_deal,0.4,3.7516413430876007E-4
big_fat,0.4,0.0011254924029262803
big_screen,0.5217391304347826,0.0022509848058525606
big_time,0.6,5.627462014631402E-4
biggest_problem,0.8333333333333334,9.379103357719002E-4
birthday_girl,0.2,3.7516413430876007E-4
bit_as,0.4,7.503282686175201E-4
bit_of,0.36,0.0016882386043894203
bit_too,0.4444444444444444,7.503282686175201E-4
bite_<PERIOD>,0.6,5.627462014631402E-4
black_and,0.3333333333333333,3.7516413430876007E-4
black_comedy,0.36363636363636365,7.503282686175201E-4
blade_ii,0.5,9.379103357719002E-4
blair_witch,0.7,0.0013130744700806604
bland_<COMMA>,1.0,9.379103357719002E-4
blast_of,0.16666666666666666,1.8758206715438003E-4
blend_of,0.3157894736842105,0.0011254924029262803
blood_work,0.6,5.627462014631402E-4
blue_crush,0.6,0.0016882386043894203
bogged_down,0.8,7.503282686175201E-4
bogs_down,1.0,0.0011254924029262803
bond_movie,0.6,5.627462014631402E-4
book_<COMMA>,0.16666666666666666,1.8758206715438003E-4
book_<PERIOD>,0.5454545454545454,0.0011254924029262803
bore_<PERIOD>,1.0,0.0013130744700806604
boring_<COMMA>,0.9166666666666666,0.0020634027386981805
boring_<PERIOD>,0.9444444444444444,0.0031888951416244606
boring_and,1.0,9.379103357719002E-4
both_<PERIOD>,0.5,5.627462014631402E-4
both_a,0.18181818181818182,3.7516413430876007E-4
both_in,0.4,3.7516413430876007E-4
both_sides,0.125,1.8758206715438003E-4
both_the,0.26666666666666666,7.503282686175201E-4
bottom_line,0.6,5.627462014631402E-4
bourne_identity,0.0,0.0
bow_wow,0.3333333333333333,3.7516413430876007E-4
brain_<PERIOD>,0.42857142857142855,5.627462014631402E-4
breath_of,0.16666666666666666,1.8758206715438003E-4
bright_<COMMA>,0.5,7.503282686175201E-4
brilliant_<PERIOD>,0.0,0.0
brings_a,0.2,1.8758206715438003E-4
brings_to,0.3333333333333333,3.7516413430876007E-4
britney_spears,1.0,0.0011254924029262803
brought_to,0.4,3.7516413430876007E-4
brown_sugar,0.2857142857142857,3.7516413430876007E-4
budget_<PERIOD>,0.8333333333333334,9.379103357719002E-4
bullock_and,0.6,5.627462014631402E-4
bullock_’s,0.6,5.627462014631402E-4
bunch_of,0.6923076923076923,0.0016882386043894203
burns_<SINGLEQUOTE>,0.4,3.7516413430876007E-4
bursts_of,0.4,3.7516413430876007E-4
but_<COMMA>,0.6666666666666666,0.0022509848058525606
but_<ELLIPSE>,0.4,3.7516413430876007E-4
but_a,0.5555555555555556,0.003751641343087601
but_also,0.22580645161290322,0.0013130744700806604
but_an,0.3333333333333333,3.7516413430876007E-4
but_as,0.42857142857142855,0.0011254924029262803
but_at,0.36363636363636365,7.503282686175201E-4
but_because,0.5,5.627462014631402E-4
but_director,0.3333333333333333,3.7516413430876007E-4
but_do,0.6,5.627462014631402E-4
but_ends,0.8,7.503282686175201E-4
but_even,0.4,7.503282686175201E-4
but_for,0.6666666666666666,0.0011254924029262803
but_has,0.4444444444444444,7.503282686175201E-4
but_he,0.7727272727272727,0.0031888951416244606
but_her,1.0,9.379103357719002E-4
but_here,0.8571428571428571,0.0011254924029262803
but_his,0.6,0.0016882386043894203
but_i,0.4482758620689655,0.0024385668730069407
but_if,0.6363636363636364,0.0013130744700806604
but_in,0.47619047619047616,0.0018758206715438004
but_is,0.75,0.0022509848058525606
but_it,0.3978102189781022,0.020446445319827426
but_its,0.5185185185185185,0.0026261489401613208
but_like,0.8,7.503282686175201E-4
but_little,0.8333333333333334,9.379103357719002E-4
but_more,0.875,0.0013130744700806604
but_mostly,0.4,3.7516413430876007E-4
but_neither,1.0,9.379103357719002E-4
but_never,0.6666666666666666,0.0015006565372350403
but_no,1.0,0.0011254924029262803
but_not,0.6578947368421053,0.004689551678859501
but_nothing,1.0,9.379103357719002E-4
but_one,0.25,5.627462014631402E-4
but_only,0.8,7.503282686175201E-4
but_rather,0.2857142857142857,3.7516413430876007E-4
but_she,0.875,0.0013130744700806604
but_still,0.0,0.0
but_that,0.45,0.0016882386043894203
but_the,0.6470588235294118,0.016507221909585444
but_then,0.6,0.0011254924029262803
but_there,0.6129032258064516,0.0035640592759332208
but_they,0.5909090909090909,0.0024385668730069407
but_this,0.6060606060606061,0.003751641343087601
but_to,0.4,3.7516413430876007E-4
but_ultimately,0.7916666666666666,0.0035640592759332208
but_what,0.35,0.0013130744700806604
but_when,0.6666666666666666,0.0011254924029262803
but_with,0.3333333333333333,5.627462014631402E-4
but_you,0.4375,0.0013130744700806604
buy_the,0.6666666666666666,7.503282686175201E-4
by_a,0.5068493150684932,0.006940536484712062
by_all,0.2857142857142857,3.7516413430876007E-4
by_an,0.43478260869565216,0.0018758206715438004
by_director,0.4,3.7516413430876007E-4
by_half,0.6666666666666666,7.503282686175201E-4
by_his,0.4444444444444444,7.503282686175201E-4
by_it,0.2,1.8758206715438003E-4
by_its,0.53125,0.0031888951416244606
by_no,0.16666666666666666,1.8758206715438003E-4
by_numbers,0.7777777777777778,0.0013130744700806604
by_people,1.0,9.379103357719002E-4
by_some,0.75,0.0011254924029262803
by_the,0.54421768707483,0.015006565372350403
by_this,0.5,9.379103357719002E-4
by_turns,0.3333333333333333,3.7516413430876007E-4
by_way,1.0,0.0015006565372350403
c_<PERIOD>,0.45454545454545453,9.379103357719002E-4
ca_n’t,0.664,0.015569311573813544
call_it,0.625,9.379103357719002E-4
call_the,0.5,5.627462014631402E-4
camera_<PERIOD>,0.16666666666666666,1.8758206715438003E-4
can_be,0.49019607843137253,0.004689551678859501
can_do,0.8571428571428571,0.0011254924029262803
can_enjoy,0.2,1.8758206715438003E-4
can_get,0.6,0.0011254924029262803
can_imagine,0.8,7.503282686175201E-4
can_make,0.6,0.0011254924029262803
can_not,0.52,0.0024385668730069407
can_only,0.5384615384615384,0.0013130744700806604
can_say,0.5,5.627462014631402E-4
can_see,0.6363636363636364,0.0013130744700806604
can_still,0.2857142857142857,3.7516413430876007E-4
can_take,0.4,3.7516413430876007E-4
capable_of,0.2,1.8758206715438003E-4
capacity_to,0.6,5.627462014631402E-4
capture_the,0.0,0.0
captures_the,0.09523809523809523,3.7516413430876007E-4
capturing_the,0.2,1.8758206715438003E-4
care_<PERIOD>,0.5833333333333334,0.0013130744700806604
care_about,0.6785714285714286,0.0035640592759332208
career_<PERIOD>,0.46153846153846156,0.0011254924029262803
carpenter_’s,0.8,7.503282686175201E-4
carvey_’s,1.0,9.379103357719002E-4
case_for,0.375,5.627462014631402E-4
case_of,1.0,0.0022509848058525606
cast_<COMMA>,0.38461538461538464,0.0018758206715438004
cast_<PERIOD>,0.5,0.0018758206715438004
cast_and,0.35714285714285715,9.379103357719002E-4
cast_is,0.391304347826087,0.0016882386043894203
cast_of,0.16666666666666666,3.7516413430876007E-4
casting_of,0.3333333333333333,3.7516413430876007E-4
caught_up,0.4,3.7516413430876007E-4
cautionary_tale,0.5,9.379103357719002E-4
celebrates_the,0.16666666666666666,1.8758206715438003E-4
celebration_of,0.25,3.7516413430876007E-4
center_of,0.8,7.503282686175201E-4
certainly_not,0.6666666666666666,7.503282686175201E-4
chan_’s,0.8,7.503282686175201E-4
chance_to,0.0,0.0
changing_lanes,0.2,1.8758206715438003E-4
character_<COMMA>,0.6,0.0022509848058525606
character_<PERIOD>,0.8,0.0015006565372350403
character_and,0.75,0.0011254924029262803
character_development,0.5454545454545454,0.0011254924029262803
character_study,0.25,9.379103357719002E-4
character_to,0.5,5.627462014631402E-4
character_’s,0.3,5.627462014631402E-4
characters_<COMMA>,0.46938775510204084,0.004314387544550741
characters_<PERIOD>,0.5,0.004689551678859501
characters_<SINGLEQUOTE>,0.375,0.0011254924029262803
characters_and,0.4117647058823529,0.0026261489401613208
characters_are,0.65625,0.0039392234102419805
characters_in,0.6363636363636364,0.0013130744700806604
characters_that,0.6666666666666666,0.0011254924029262803
characters_to,0.5555555555555556,9.379103357719002E-4
characters_who,0.35714285714285715,9.379103357719002E-4
charlie_kaufman,0.2,1.8758206715438003E-4
charm_<COMMA>,0.3333333333333333,5.627462014631402E-4
charm_<PERIOD>,0.375,0.0011254924029262803
charm_and,0.5,7.503282686175201E-4
charm_of,0.2857142857142857,3.7516413430876007E-4
charming_<COMMA>,0.1111111111111111,1.8758206715438003E-4
charming_<PERIOD>,0.4,3.7516413430876007E-4
charming_and,0.07692307692307693,1.8758206715438003E-4
charms_of,0.6,5.627462014631402E-4
cheap_<COMMA>,0.6,5.627462014631402E-4
chelsea_walls,1.0,9.379103357719002E-4
chemistry_between,0.5555555555555556,9.379103357719002E-4
children_<COMMA>,0.5714285714285714,7.503282686175201E-4
children_<PERIOD>,0.14285714285714285,1.8758206715438003E-4
children_and,0.375,5.627462014631402E-4
children_’s,0.6,0.0016882386043894203
cho_’s,0.25,3.7516413430876007E-4
chris_rock,0.8333333333333334,9.379103357719002E-4
chronicle_of,0.4,3.7516413430876007E-4
cinema_<COMMA>,0.2,3.7516413430876007E-4
cinema_<PERIOD>,0.13636363636363635,5.627462014631402E-4
cinema_paradiso,0.0,0.0
cinema_’s,0.125,1.8758206715438003E-4
cinematic_equivalent,0.5714285714285714,7.503282686175201E-4
city_by,0.5,5.627462014631402E-4
class_<PERIOD>,0.6,5.627462014631402E-4
classic_<COMMA>,0.4444444444444444,7.503282686175201E-4
classic_<PERIOD>,0.5,7.503282686175201E-4
clause_2,0.6666666666666666,7.503282686175201E-4
clear_that,0.3333333333333333,3.7516413430876007E-4
cletis_tout,0.75,0.0011254924029262803
clever_<COMMA>,0.3333333333333333,5.627462014631402E-4
clever_and,0.15384615384615385,3.7516413430876007E-4
"clich_""",0.7954545454545454,0.006565372350403302
cliches_<COMMA>,0.6666666666666666,7.503282686175201E-4
cliches_<PERIOD>,0.75,0.0011254924029262803
cliches_and,0.6666666666666666,0.0011254924029262803
close_to,0.625,0.0028137310073157004
closer_to,0.3333333333333333,5.627462014631402E-4
cold_<COMMA>,0.5555555555555556,9.379103357719002E-4
cold_<PERIOD>,0.6,5.627462014631402E-4
cold_and,1.0,0.0011254924029262803
collateral_damage,0.8,0.0015006565372350403
collection_of,0.8333333333333334,0.0018758206715438004
colorful_<COMMA>,0.14285714285714285,1.8758206715438003E-4
combination_of,0.5333333333333333,0.0015006565372350403
combined_with,0.16666666666666666,1.8758206715438003E-4
come_<PERIOD>,0.2,1.8758206715438003E-4
come_along,0.25,3.7516413430876007E-4
come_away,0.5,5.627462014631402E-4
come_from,0.45454545454545453,9.379103357719002E-4
come_out,0.6,5.627462014631402E-4
come_to,0.3888888888888889,0.0013130744700806604
come_up,0.8,0.0015006565372350403
comedies_<PERIOD>,0.14285714285714285,1.8758206715438003E-4
comedies_that,0.2,1.8758206715438003E-4
comedy_--,0.6,5.627462014631402E-4
comedy_<COMMA>,0.5454545454545454,0.0033764772087788407
comedy_<ELLIPSE>,0.2,1.8758206715438003E-4
comedy_<PERIOD>,0.525,0.007878446820483961
comedy_about,0.4117647058823529,0.0013130744700806604
comedy_and,0.42105263157894735,0.0015006565372350403
comedy_in,0.5,5.627462014631402E-4
comedy_is,0.5454545454545454,0.0011254924029262803
comedy_of,0.4166666666666667,9.379103357719002E-4
comedy_that,0.4222222222222222,0.0035640592759332208
comedy_to,0.5,5.627462014631402E-4
comedy_with,0.15789473684210525,5.627462014631402E-4
comes_across,0.9166666666666666,0.0020634027386981805
comes_along,0.5,5.627462014631402E-4
comes_from,0.3,5.627462014631402E-4
comes_off,0.7777777777777778,0.0026261489401613208
comes_to,0.42105263157894735,0.0015006565372350403
comic_timing,0.2,1.8758206715438003E-4
coming-of-age_story,0.0,0.0
coming-of-age_tale,0.25,3.7516413430876007E-4
community_<PERIOD>,0.2,1.8758206715438003E-4
compassion_<PERIOD>,0.2,1.8758206715438003E-4
compelling_<COMMA>,0.1,1.8758206715438003E-4
compelling_<PERIOD>,0.4117647058823529,0.0013130744700806604
compelling_story,0.0,0.0
compensate_for,0.6,5.627462014631402E-4
complete_with,0.8571428571428571,0.0011254924029262803
complex_<COMMA>,0.2857142857142857,3.7516413430876007E-4
complexity_<PERIOD>,0.16666666666666666,1.8758206715438003E-4
compulsively_watchable,0.4,3.7516413430876007E-4
concept_<PERIOD>,0.8333333333333334,9.379103357719002E-4
concerned_with,0.3333333333333333,5.627462014631402E-4
conclusion_<PERIOD>,0.625,9.379103357719002E-4
conflict_<COMMA>,0.2,1.8758206715438003E-4
continues_to,0.5,7.503282686175201E-4
contrived_<COMMA>,1.0,0.0022509848058525606
contrived_and,0.5714285714285714,7.503282686175201E-4
cool_<COMMA>,0.375,5.627462014631402E-4
core_of,0.5,7.503282686175201E-4
costume_drama,0.2,1.8758206715438003E-4
costumes_<COMMA>,0.5,5.627462014631402E-4
could_be,0.6153846153846154,0.0030013130744700805
could_easily,0.3333333333333333,3.7516413430876007E-4
could_have,0.6440677966101694,0.0071281185518664416
could_make,0.3333333333333333,3.7516413430876007E-4
could_n’t,0.5454545454545454,0.0022509848058525606
could_possibly,0.6666666666666666,7.503282686175201E-4
country_<PERIOD>,0.0,0.0
country_bears,0.875,0.0013130744700806604
couple_of,0.4117647058823529,0.0013130744700806604
course_<COMMA>,0.7142857142857143,9.379103357719002E-4
crazy_nights,0.8333333333333334,9.379103357719002E-4
create_a,0.375,5.627462014631402E-4
created_a,0.08333333333333333,1.8758206715438003E-4
creates_a,0.1111111111111111,1.8758206715438003E-4
creates_an,0.5,5.627462014631402E-4
creating_a,0.5,5.627462014631402E-4
credibility_<PERIOD>,0.8571428571428571,0.0011254924029262803
credit_for,0.2857142857142857,3.7516413430876007E-4
credits_roll,0.14285714285714285,1.8758206715438003E-4
creepy_<COMMA>,0.16666666666666666,1.8758206715438003E-4
creepy_and,0.6,5.627462014631402E-4
crime_drama,0.5714285714285714,7.503282686175201E-4
cross_between,0.8,7.503282686175201E-4
crowd_<COMMA>,0.8571428571428571,0.0011254924029262803
crowd_<PERIOD>,0.7142857142857143,9.379103357719002E-4
crush_is,0.5,5.627462014631402E-4
cultural_and,0.2,1.8758206715438003E-4
culture_<COMMA>,0.16666666666666666,1.8758206715438003E-4
culture_<PERIOD>,0.14285714285714285,1.8758206715438003E-4
culture_in,0.0,0.0
culture_that,0.0,0.0
d_<PERIOD>,0.16666666666666666,1.8758206715438003E-4
daring_<COMMA>,0.14285714285714285,1.8758206715438003E-4
dark_<COMMA>,0.2857142857142857,7.503282686175201E-4
dark_and,0.3333333333333333,7.503282686175201E-4
dark_comedy,0.5,5.627462014631402E-4
darkly_funny,0.14285714285714285,1.8758206715438003E-4
date_movie,0.0,0.0
day_<PERIOD>,0.3333333333333333,5.627462014631402E-4
day_is,0.6,5.627462014631402E-4
day_of,0.2,1.8758206715438003E-4
days_<COMMA>,0.8,7.503282686175201E-4
days_<PERIOD>,0.2222222222222222,3.7516413430876007E-4
days_of,0.4,3.7516413430876007E-4
de_force,0.0,0.0
de_niro,0.6,0.0028137310073157004
de_palma,0.6,0.0011254924029262803
de_sade,0.5,5.627462014631402E-4
deal_<PERIOD>,0.875,0.0013130744700806604
deal_of,0.0,0.0
dealing_with,0.6666666666666666,0.0011254924029262803
deals_with,0.2857142857142857,3.7516413430876007E-4
death_<COMMA>,0.5714285714285714,7.503282686175201E-4
death_<PERIOD>,0.2857142857142857,3.7516413430876007E-4
death_to,0.7142857142857143,9.379103357719002E-4
debut_<COMMA>,0.14285714285714285,1.8758206715438003E-4
debut_<PERIOD>,0.8,7.503282686175201E-4
debut_is,0.5,5.627462014631402E-4
decade_<PERIOD>,0.16666666666666666,1.8758206715438003E-4
deeply_felt,0.0,0.0
definitely_a,0.3333333333333333,3.7516413430876007E-4
degree_of,0.6666666666666666,7.503282686175201E-4
deja_vu,0.8,7.503282686175201E-4
delight_<PERIOD>,0.375,5.627462014631402E-4
deliver_a,0.6666666666666666,7.503282686175201E-4
delivering_a,0.0,0.0
delivers_a,0.14285714285714285,3.7516413430876007E-4
delivers_the,0.2222222222222222,3.7516413430876007E-4
denying_the,0.14285714285714285,1.8758206715438003E-4
depend_on,0.8,7.503282686175201E-4
depiction_of,0.15384615384615385,3.7516413430876007E-4
depth_<PERIOD>,0.45454545454545453,9.379103357719002E-4
depth_and,0.6,5.627462014631402E-4
depth_of,0.4,3.7516413430876007E-4
described_as,0.8333333333333334,9.379103357719002E-4
deserves_a,0.3333333333333333,5.627462014631402E-4
deserves_to,0.0,0.0
design_<PERIOD>,0.4,3.7516413430876007E-4
designed_to,0.9,0.0016882386043894203
desire_to,0.4444444444444444,7.503282686175201E-4
desperation_<PERIOD>,0.2,1.8758206715438003E-4
despite_a,0.7,0.0013130744700806604
despite_all,0.8,7.503282686175201E-4
despite_its,0.2903225806451613,0.0016882386043894203
despite_some,0.875,0.0013130744700806604
despite_the,0.7307692307692307,0.0035640592759332208
destination_<PERIOD>,0.6,5.627462014631402E-4
destined_to,0.2857142857142857,3.7516413430876007E-4
determination_to,0.8,7.503282686175201E-4
determined_to,0.5,5.627462014631402E-4
deuces_wild,1.0,0.0013130744700806604
devoid_of,0.8823529411764706,0.0028137310073157004
dialogue_<COMMA>,0.55,0.0020634027386981805
dialogue_<PERIOD>,0.5294117647058824,0.0016882386043894203
dialogue_and,0.6363636363636364,0.0026261489401613208
dialogue_is,0.7142857142857143,9.379103357719002E-4
diane_lane,0.3333333333333333,3.7516413430876007E-4
dickens_<SINGLEQUOTE>,0.2,1.8758206715438003E-4
did_<PERIOD>,0.5,5.627462014631402E-4
did_it,0.8,7.503282686175201E-4
did_n’t,0.7083333333333334,0.006377790283248921
die_another,0.4,3.7516413430876007E-4
difference_between,0.5,5.627462014631402E-4
different_<COMMA>,0.0,0.0
difficult_to,0.8235294117647058,0.0026261489401613208
digital_video,0.5,5.627462014631402E-4
directed_<COMMA>,0.5714285714285714,7.503282686175201E-4
directed_by,0.6470588235294118,0.0020634027386981805
directed_with,0.0,0.0
direction_<COMMA>,0.5,0.0011254924029262803
direction_<PERIOD>,0.8461538461538461,0.0020634027386981805
direction_and,0.4444444444444444,7.503282686175201E-4
direction_is,0.5454545454545454,0.0011254924029262803
direction_of,0.2,1.8758206715438003E-4
director_<COMMA>,0.36363636363636365,0.0015006565372350403
director_and,0.6666666666666666,0.0011254924029262803
director_george,0.4,3.7516413430876007E-4
director_has,0.8,7.503282686175201E-4
director_is,0.6,5.627462014631402E-4
director_john,0.4,3.7516413430876007E-4
director_michael,0.3333333333333333,3.7516413430876007E-4
director_of,0.2857142857142857,3.7516413430876007E-4
director_peter,0.14285714285714285,1.8758206715438003E-4
director_roger,0.6,5.627462014631402E-4
director_who,0.2,1.8758206715438003E-4
director_’s,0.42857142857142855,0.0016882386043894203
directorial_debut,0.6,0.0011254924029262803
disappointed_<PERIOD>,0.5,5.627462014631402E-4
disguise_the,1.0,0.0011254924029262803
disguised_as,0.8,7.503282686175201E-4
disjointed_<COMMA>,0.6,5.627462014631402E-4
disney_’s,0.5555555555555556,9.379103357719002E-4
diversion_<PERIOD>,0.16666666666666666,1.8758206715438003E-4
divine_secrets,0.14285714285714285,1.8758206715438003E-4
do_<PERIOD>,0.3333333333333333,7.503282686175201E-4
do_a,0.8571428571428571,0.0011254924029262803
do_is,0.8,7.503282686175201E-4
do_it,0.7142857142857143,9.379103357719002E-4
do_not,1.0,0.0011254924029262803
do_n’t,0.5597014925373134,0.014068655036578503
do_the,0.42857142857142855,5.627462014631402E-4
do_we,0.8,7.503282686175201E-4
do_with,0.6666666666666666,0.0011254924029262803
document_of,0.0,0.0
documentary_<COMMA>,0.18181818181818182,3.7516413430876007E-4
documentary_<PERIOD>,0.18181818181818182,0.0011254924029262803
documentary_about,0.35714285714285715,9.379103357719002E-4
documentary_on,0.4,3.7516413430876007E-4
documentary_that,0.3,5.627462014631402E-4
does_<PERIOD>,0.6666666666666666,7.503282686175201E-4
does_a,0.3333333333333333,9.379103357719002E-4
does_give,0.2,1.8758206715438003E-4
does_have,0.5454545454545454,0.0011254924029262803
does_it,0.7142857142857143,9.379103357719002E-4
does_little,1.0,0.0011254924029262803
does_not,0.5925925925925926,0.0030013130744700805
does_n’t,0.6622807017543859,0.028324892140311385
does_so,0.2,1.8758206715438003E-4
does_the,0.5,7.503282686175201E-4
done_<COMMA>,0.5,7.503282686175201E-4
done_<PERIOD>,0.5555555555555556,9.379103357719002E-4
done_that,1.0,9.379103357719002E-4
dose_of,0.2,1.8758206715438003E-4
doses_of,0.3333333333333333,3.7516413430876007E-4
down_<COMMA>,0.25,3.7516413430876007E-4
down_<PERIOD>,0.8125,0.0024385668730069407
down_by,0.875,0.0013130744700806604
down_in,0.75,0.0016882386043894203
down_the,0.6842105263157895,0.0024385668730069407
down_to,0.5333333333333333,0.0015006565372350403
down_with,1.0,9.379103357719002E-4
drama_<COMMA>,0.5714285714285714,0.0022509848058525606
drama_<PERIOD>,0.4418604651162791,0.0035640592759332208
drama_about,0.2857142857142857,7.503282686175201E-4
drama_and,0.3333333333333333,5.627462014631402E-4
drama_is,0.4,7.503282686175201E-4
drama_of,0.16666666666666666,1.8758206715438003E-4
drama_that,0.25925925925925924,0.0013130744700806604
drama_with,0.375,5.627462014631402E-4
dreams_<PERIOD>,0.5,5.627462014631402E-4
driven_by,0.4,3.7516413430876007E-4
due_to,0.7142857142857143,9.379103357719002E-4
dull_<COMMA>,0.96,0.004501969611705121
dull_<PERIOD>,0.8947368421052632,0.0031888951416244606
dull_and,0.8333333333333334,9.379103357719002E-4
dumb_<COMMA>,0.5,9.379103357719002E-4
dumb_<PERIOD>,0.8571428571428571,0.0011254924029262803
during_the,0.5,0.0013130744700806604
e_<PERIOD>,0.3333333333333333,7.503282686175201E-4
each_other,0.4642857142857143,0.0024385668730069407
earnest_<COMMA>,0.25,3.7516413430876007E-4
easier_to,0.7142857142857143,9.379103357719002E-4
easy_<COMMA>,0.5,5.627462014631402E-4
easy_to,0.4444444444444444,0.0015006565372350403
ecks_vs,0.8571428571428571,0.0011254924029262803
eddie_murphy,0.75,0.0011254924029262803
edge_of,0.09090909090909091,1.8758206715438003E-4
effect_<PERIOD>,0.7142857142857143,9.379103357719002E-4
effect_is,0.6,5.627462014631402E-4
effect_of,0.5,5.627462014631402E-4
effects_<COMMA>,0.5714285714285714,0.0015006565372350403
effects_<PERIOD>,0.5384615384615384,0.0013130744700806604
effects_and,0.375,5.627462014631402E-4
effects_of,0.2,1.8758206715438003E-4
effort_<COMMA>,0.4444444444444444,7.503282686175201E-4
effort_<PERIOD>,0.6,0.0011254924029262803
effort_is,0.5,5.627462014631402E-4
effort_that,0.8,7.503282686175201E-4
effort_to,0.3,5.627462014631402E-4
efforts_of,0.8333333333333334,9.379103357719002E-4
eight_legged,0.5,7.503282686175201E-4
either_<PERIOD>,0.7857142857142857,0.0020634027386981805
either_the,0.5,5.627462014631402E-4
element_of,0.5714285714285714,7.503282686175201E-4
elements_of,0.7272727272727273,0.0015006565372350403
else_<COMMA>,0.5714285714285714,7.503282686175201E-4
else_<PERIOD>,0.7692307692307693,0.0018758206715438004
else_is,0.6,5.627462014631402E-4
em_que,0.6,5.627462014631402E-4
embarrassment_<PERIOD>,1.0,0.0011254924029262803
emerges_as,0.2857142857142857,3.7516413430876007E-4
emotion_<PERIOD>,0.4,3.7516413430876007E-4
emotional_resonance,1.0,9.379103357719002E-4
emotions_<COMMA>,0.5,5.627462014631402E-4
emotions_<PERIOD>,0.16666666666666666,1.8758206715438003E-4
empathy_<PERIOD>,0.8,7.503282686175201E-4
emperor_’s,0.3333333333333333,3.7516413430876007E-4
emphasis_on,0.8,7.503282686175201E-4
